Ref No	Prapāthaka-Ard	Text	R̥ṣi	Chandas	Dēvata	padapāṭha--rik	Notes
2.2.2.129.2	2.1	ए꣤꣯न्द्र꣥सा꣯नसा꣤इम्॥ र꣢याऽ᳒२᳒इम्। सजि꣡त्वा꣯नꣳस꣢दा꣡꣯साऽ२३हा꣢म्॥ वा꣡र्षीऽ᳒२᳒ष्ठा꣡मूऽ२३॥ त꣢यो꣡ऽ२३४वा꣥। भा꣤ऽ५रोऽ६"हा꣥इ॥	द्वयोरिन्द्रो, विश्वामित्रो वा	गायत्री	इन्द्रः		
2.2.2.130.0	2.1	इ꣡न्द्रं꣢ व꣣यं꣡ म꣢हाध꣣न꣢꣫ इन्द्र꣣म꣡र्भे꣢ हवामहे। यु꣡जं꣢ वृ꣣त्रे꣡षु꣢ व꣣ज्रि꣡ण꣢म् ॥	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	इ꣡न्द्र꣢꣯म्। व꣣य꣢म्। म꣣हाधने꣣। महा। धने꣢। इ꣡न्द्र꣢꣯म् अ꣡र्भे꣢꣯। ह꣣वामहे। यु꣡ज꣢꣯म्। वृ꣣त्रे꣡षु꣢। व꣣ज्रि꣡ण꣢म्। १३०।	
2.2.2.130.1	2.1	इ꣡न्द्राम्। इ꣪न्द्रंवायाऽ᳒२᳒म्॥ म꣡हा। म꣪हा꣯धानाऽ᳒२᳒इ॥ इ꣡न्द्राम्। इ꣪न्द्रमर्भाऽ᳒२᳒इ॥ ह꣡वा। ह꣪वा꣯माहाऽ᳒२᳒इ॥ यु꣡जाम्। यु꣪जंवृत्राऽ᳒२᳒इ॥ षु꣡वा। षु꣪वज्रिणाऽ२३४३म्। ओ꣡ऽ२३४५इ॥ डा॥	इन्द्रः	गायत्री	इन्द्रः		इन्द्राण्यास्सामनी द्वे
2.2.2.130.2	2.1	इ꣥न्द्रंवयाम्॥ म꣡हा। म꣪हा꣯धानाऽ२३इ। आ꣡औ꣢ऽ३हो꣢। इ꣡ह꣢। इहि꣡वाला꣢। ओ꣣ऽ२३४वा꣥॥ इन्द्रमर्भाइ॥ ह꣡वा। ह꣪वा꣯माहाऽ२३इ। आ꣡औ꣢ऽ३हो꣢। इ꣡ह꣢। इहि꣡वाला꣢। ओ꣣ऽ२३४वा꣥॥ युजंवृत्राइ॥ षु꣡वा। षु꣪वज्रिणाऽ२३म्। आ꣡औ꣢ऽ३हो꣢। इ꣡ह꣢। इहि꣡वाला꣢। ओ꣣ऽ२३४वा꣥॥ ई꣣ऽ२३४हा꣥॥	इन्द्रः	गायत्री	इन्द्रः		
2.2.2.131.0	2.1	अ꣡पि꣢बत्क꣣द्रु꣡वः꣢ सु꣣त꣡मिन्द्रः꣢꣯ स꣣ह꣡स्र꣢बाह्वे। त꣡त्रा꣢ददिष्ट꣣ पौ꣡स्य꣢म् ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	अ꣡पि꣢꣯बत्। क꣣द्रु꣡वः꣢। क꣣त्। द्रु꣡वः꣢꣯। सु꣣त꣢म्। इ꣡न्द्रः꣢꣯। स꣣ह꣡स्र꣢बाह्वे। स꣣ह꣡स्र꣢। बा꣣ह्वे। त꣡त्र꣢꣯। अ꣣ददिष्ट। पौँ꣡स्य꣢꣯म्। । १३१।	
2.2.2.131.1	2.1	अ꣥पिबत्का꣯द्रूऽ६व꣥स्सुताम्॥ इ꣡न्द्राहोऽ᳒२᳒इ। स꣡हाहोऽ᳒२᳒। स्रा꣡बा꣢ऽ१हुवेऽ᳒२᳒॥ तत्रा꣡꣯दाऽ२३दी꣢॥ ष्टपौऽ᳒२᳒। हौऽ᳒२᳒। हु꣡वाऽ᳒२᳒इ। ई꣭ऽ३या꣢। सिया꣡म्। औऽ२३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	इन्द्रः	गायत्री	इन्द्रः		सहस्रबाहवीयम्
2.2.2.132.0	2.1	व꣣य꣡मि꣢न्द्र त्वा꣣य꣢वो꣣ऽभि꣡ प्र नो꣢꣯नुमो वृषन्। वि꣣द्धी꣢ त्वा३ऽऽऽ꣣ स्य꣡ नो꣢ वसो ॥	वसिष्ठो मैत्रावरुणिः	गायत्री	इन्द्रः	व꣣य꣢म्। इ꣣न्द्र। त्वाय꣡वः꣢। अ꣣भि꣢। प्र। नो꣣नुमः। वृषन्। विद्धि꣢। तु। अ꣣स्य꣢। नः꣣। वसो। १३२।	
2.2.2.132.1	2.1	व꣢य꣡माऽ२३४इन्द्रा꣥॥ त्वा꣡ऽ२३। या꣡ऽ२᳐वा꣣ऽ२३४औ꣥꣯हो꣯वा। अ꣢भि꣡प्रनो꣰꣯ऽ२नुमो꣯वृषन्॥ विद्धा᳐इतु꣣वा꣢ऽ३॥ स्या꣡ऽ२᳐ना꣣ऽ२३४औ꣥꣯हो꣯वा॥ वा꣣ऽ२३४सो꣥॥	धृषन्मरुत् 	गायत्री	इन्द्रः		धृषतो मारुतस्य साम
2.2.2.132.2	2.1	हा꣥꣯उवयमिन्द्रा॥ त्वाऽ᳒२᳒या꣡वाऽ᳒२ः᳒। अ꣡भिप्रनो꣯नुमोऽ᳒२᳒वा꣡र्षाऽ᳒२᳒न्॥ विद्धाऽ᳒२᳒इतू꣡वाऽ᳒२᳒॥ स्यनो꣡ऽ२३। वा꣡ऽ२᳐सा꣣ऽ२३४औ꣥꣯हो꣯वा॥ अ꣢स्म꣡भ्यं꣢गा꣯तुवि꣡त्त꣢मा꣣ऽ२३꣡४꣡५꣡म्॥	भरद्वाजो	गायत्री	इन्द्रः		अदारसृत्
2.2.2.132.3	2.1	व꣥यमिन्द्रा॥ त्वा꣡या꣢ऽ᳐३वाः꣢। अ꣡भिप्रनो꣯नुमो꣢ऽ१वा꣢ऽ᳐३र्षा꣢न्॥ विद्धी᳐तू꣣ऽ२३४वा꣥। ओ꣣ऽ२३४हा꣥इ॥ स्य꣤नोवा꣥। वा꣤ऽ५सोऽ६"हा꣥इ॥	धृषन्मरुत्	गायत्री	इन्द्रः		धृषतो मारुतस्य साम
2.2.2.132.4	2.1	व꣥या꣯मौ꣤꣯हो꣥। इ꣤न्द्रा꣥॥ त्वा꣡या꣢ऽ᳐३वाः꣢। अ꣡भिप्रनो꣯नुमो꣢ऽ१वा꣢ऽ᳐३र्षा꣢न्॥ विद्धी꣯त्वो꣣ऽ२३४हा꣥इ॥ स्या꣡नो꣢ऽ᳐३हा꣢इ। वसा꣡। औ꣢ऽ३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	द्वयोर्भरद्वाजो	गायत्री	इन्द्रः		अदारसृती द्वे
2.2.2.132.5	2.1	व꣣या꣢मौ꣣꣯हो꣤वाहा꣥इ। इ꣤न्द्रा꣥। त्वा꣢औ꣣꣯हो꣤वाहा꣥इ। या꣤वाः꣥॥ आ꣡ऽ२३भी꣢। प्रा꣡ऽ२३नो꣢। ओ꣡इनुमो꣯वाऽ२३र्षा꣢न्॥ वा꣡ऽ२३इद्धी꣢। तू꣡ऽ२३वा꣢ऽ३॥ स्या꣡ऽ२᳐ना꣣ऽ२३४औ꣥꣯हो꣯वा॥ वा꣣ऽ२३४सो꣥॥	द्वयोर्भरद्वाजो	गायत्री	इन्द्रः		
2.2.2.133.0	2.1	आ꣢ घा꣣ ये꣢ अ꣣ग्नि꣢मि꣣न्ध꣡ते꣢ स्तृ꣣ण꣡न्ति꣢ ब꣣र्हि꣡रा꣢नु꣣ष꣢क्। ये꣢षा꣣मि꣢न्द्रो꣣ यु꣢वा꣣ स꣡खा꣢ ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	आ꣢। घा꣣। ये꣢। अ꣣ग्नि꣢म्। इ꣣न्ध꣡ते꣢। स्तृ꣣ण꣡न्ति꣢। ब꣣र्हिः꣢। अ꣣नुष꣢क्। अ꣣नु। स꣢क्। ये꣡षा꣢꣯म्। इ꣡न्द्रः꣢꣯। यु꣡वा꣢꣯। स꣡खा꣢꣯। स। खा꣣। । १३३।	
2.2.2.133.1	2.1	आ꣥꣯घा꣯ये꣯अग्निमिन्धा꣤ता꣥इ॥ स्तृ꣢ण꣡न्तिबर्हिरा꣯नुषक्॥ ये꣢꣯षा꣡꣯मिन्द्रो꣯युवा꣯इहा॥ ऊवाइ। ऊवोऽ२३४। वा꣥। सा꣤ऽ५खोऽ६"हा꣥इ॥	त्रयाणामिध्मवाहो 	गायत्री	इन्द्रः		ऐध्मवाहानि हाराणि वा त्रीणि
2.2.2.133.2	2.1	आ꣥꣯घा꣯यइ꣤हा॥ ग्नि꣢मा꣡इ। धाता꣢ओ꣣ऽ२३४वा꣥। ई꣣ऽ२३४हा꣥। स्तृ꣢णन्तिबर्हिऽ३रा꣡। नूषा꣢ओ꣣ऽ२३४वा꣥। ई꣣ऽ२३४हा꣥॥ ये꣢꣯षा꣡म्। आइन्द्रा꣢ओ꣣ऽ२३४वा꣥॥ ई꣣ऽ२३४हा꣥। यु꣡वा। यु꣪वाऽ२᳐सा꣣ऽ२३४५खाऽ६५६॥ ई꣣ऽ२३४हा꣥॥	त्रयाणामिध्मवाहो 	गायत्री	इन्द्रः		
2.2.2.133.3	2.1	औ꣥꣯हो꣯आ꣯घा꣯याऽ६ए꣥॥ ग्नि꣢मा꣡इन्धाता꣢। औ꣣꣯होऽ२३४वा꣥। स्तृ꣢णन्तिबर्हिऽ३रा꣡नूषा꣢। औ꣣꣯होऽ२३४वा꣥॥ ये꣢꣯षा꣡माइन्द्रा꣢। औ꣣꣯होऽ२३४वा꣥॥ यु꣣वा꣢ऽ३। सा꣡ऽ२३४खा। उ꣥हुवाऽ६हा꣥उ॥ वा॥	त्रयाणामिध्मवाहो 	गायत्री	इन्द्रः		
2.2.2.134.0	2.1	भि꣣न्धि꣢꣫ विश्वा꣣ अ꣢प꣣ द्वि꣢षः꣣ प꣢रि꣣ बा꣡धो꣢ ज꣣ही꣡ मृधः꣢꣯। व꣡सु꣢ स्पा꣣र्हं꣡ तदा भ꣢꣯र ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	भि꣣न्धि꣢। वि꣡श्वाः꣢꣯। अ꣡प꣢꣯। द्वि꣡षः꣢꣯। प꣡रि꣢। बा꣡धः꣢꣯। ज꣣हि꣢। मृ꣡धः꣢꣯। व꣡सु꣢꣯। स्पा꣣र्ह꣢म्। तत्। आ। भ꣣र। १३४।	
2.2.2.134.1	2.1	भि꣥। ध्यो꣤हाइ॥ वा꣡इश्वाअपा। द्वाइषा꣢ओ꣣ऽ२३४वा꣥॥ पा꣡रा꣢ओ꣣ऽ२३४वा꣥॥ बा꣡꣯धो꣯जहाइ। मार्द्धा꣢ओ꣣ऽ२३४वा꣥॥ व꣡सु꣢स्पा꣯र्ह꣡न्तदा꣯भ꣢रा꣣ऽ२३꣡४꣡५꣡॥	पैल्वो	गायत्री	इन्द्रः		पैड्वस्य पैल्वस्य वा साम॥
2.2.3.135.0	2.1	इ꣣हे꣡व꣢ शृण्व एषां꣣ क꣢शा꣣ ह꣡स्ते꣢षु꣣ य꣡द्वदा꣢꣯न्। नि꣡ यामं꣢꣯ चि꣣त्र꣡मृ꣢ञ्जते ॥	कण्वो घौरः	गायत्री	इन्द्रः	इ꣣ह꣢। इ꣣व। शृण्वे। एषाम्। क꣡शाः꣢꣯। ह꣡स्ते꣢꣯षु। यत्। व꣡दा꣢꣯न्। नि। या꣡म꣢꣯न्। चि꣣त्र꣢म्। ऋ꣣ञ्जते। १३५।	
2.2.3.135.1	2.1	इ꣢हे꣡꣯वाऽ२३शृ꣤ण्वए꣥꣯षाम्॥ क꣡शा꣯हस्ते꣯षुया꣢ऽ१द्वा꣢ऽ᳐३दा꣢न्। निया꣯मञ्चीऽ३त्रा꣤ऽ३मृ꣢ञ्ज꣣ता꣥इ॥ नि꣢या꣡꣯मं꣢चा꣡इ। त्र꣪माऽ२᳐र्ञ्जा꣣ऽ२३४ता꣥इ॥ ए꣣꣯हिया꣢ऽ३४। औ꣣꣯हो꣤꣯वा꣥॥ ए꣢꣯हियौ꣡꣯होइ। ए꣢꣯हियौ꣡꣯होऽ२३इ। एऽ२३४ही꣥॥	इषो	गायत्री	इन्द्रः		ऐषम्
2.2.3.136.0	2.1	इ꣣म꣡ उ꣢ त्वा꣣ वि꣡ च꣢क्षते꣣ स꣡खा꣢य इन्द्र सो꣣मि꣡नः꣢। पु꣣ष्टा꣡व꣢न्तो꣣ य꣡था꣢ प꣣शु꣢म् ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	इ꣣मे꣢। उ꣣। त्वा। वि꣢। च꣣क्षते। स꣡खा꣢꣯यः। स। खा꣣यः। इन्द्र। सो꣡मिनः꣢। पु꣣ष्टा꣡व꣢न्तः। य꣡था꣢꣯। प꣣शु꣢म्। १३६।	
2.2.3.136.1	2.1	इ꣤म꣣उ꣤त्वा꣯वि꣣च꣤क्ष꣥ते꣯। ए꣢ऽ᳐३। स꣤खायाः꣥॥ इ꣡न्द्रसो꣯माऽ२३इनाः꣢। हो꣡इहोवा꣢॥ पुष्टा꣡꣯वाऽ२३न्ताः꣢। हो꣡इहोवा꣢ऽ᳐३॥ य꣢थो꣡ऽ२३४वा꣥। पा꣤ऽ५शोऽ६"हा꣥इ॥	पूषा	गायत्री	इन्द्रः		पौषम्
2.2.3.137.0	2.1	स꣡म꣢स्य म꣣न्य꣢वे꣣ वि꣢शो꣣ वि꣡श्वा꣢ नमन्त कृ꣣ष्ट꣡यः꣢। स꣣मुद्रा꣡ये꣢व꣣ सि꣡न्ध꣢वः ॥	वत्सः काण्वः	गायत्री	इन्द्रः	स꣢म्। अ꣣स्य। मन्य꣡वे꣢। वि꣡शः꣢꣯। वि꣡श्वाः꣢꣯। न꣣मन्त। कृष्ट꣡यः꣢। स꣣मुद्राय। स꣣म्। उद्रा꣡य꣢। इ꣣व। सि꣡न्ध꣢꣯वः। । १३७।	
2.2.3.137.1	2.1	स꣡मस्यामाऽ᳒२᳒। न्या꣯वे꣡꣯विशाः॥ विश्वा꣯नामाऽ᳒२᳒। ता꣯कृ꣡ष्टयाः॥ समुद्रायेऽ᳒२᳒॥ वसिं꣡धाऽ२३वा꣢ऽ३४३ः। ओ꣡ऽ२३४५इ॥ डा॥	मरुतो	गायत्री	इन्द्रः		मरुतां संवेशीयम् सिन्धुषाम
2.2.3.138.0	2.1	दे꣣वा꣢ना꣣मि꣡दवो꣢꣯ म꣣ह꣡त्तदा वृ꣢꣯णीमहे व꣣य꣢म्। वृ꣡ष्णा꣢म꣣स्म꣡भ्य꣢मू꣣त꣡ये꣢ ॥	कुसीदी काण्वः	गायत्री	इन्द्रः	दे꣣वा꣡ना꣢म्। इत्। अ꣡वः꣢꣯। म꣣ह꣢त्। तत्। आ। वृ꣣णीमहे। वय꣢म्। वृ꣡ष्णा꣢꣯म्। अ꣣स्म꣡भ्य꣢म्। ऊ꣣त꣡ये꣢। १३८।	
2.2.3.138.1	2.1	दे꣥꣯वा꣯। ना꣯म्। इ꣣दा꣢᳐ओ꣣ऽ२३४वा꣥॥ ओ꣡वा꣢ओ꣣ऽ२३४वा꣥। मा꣣ऽ२३४हा꣥त्। त꣢दा꣡꣯वृणाइ। माहा꣢ओ꣣ऽ२३४वा꣥। वा꣣ऽ२३४या꣥म्॥ वृ꣢ष्णा꣡꣯मस्मा॥ भ्यामा꣢ओ꣣ऽ२३४वा꣥॥ ता꣣ऽ२३४ये꣥॥	द्वयोर्हविष्मान्	गायत्री	इन्द्रः		हाविष्मते द्वे विश्वेदेवाः वा
2.2.3.138.2	2.1	हा꣥꣯उदे꣯वा꣯ना꣯मिदवो꣯महद्धाउ॥ त꣢दा꣡꣯वृणा꣢ऽ३इ। मा꣡हे꣢वा꣣ऽ२३४या꣥म्। ऐऽ᳒२᳒होऽ१आऽ२३इही꣢॥ वृ꣡ष्णामा꣢ऽ३स्मा꣢॥ भ्यमू꣡ऽ२३। ता꣡ऽ२᳐या꣣ऽ२३४औ꣥꣯हो꣯वा॥ ह꣢वि꣡ष्मते꣣ऽ२३꣡४꣡५꣡॥	द्वयोर्हविष्मान्	गायत्री	इन्द्रः		
2.2.3.138.3	2.1	दे꣥꣯वा꣯ना꣯मिदवो꣯हा꣯उमा꣤हा꣥त्॥ त꣢दा꣡꣯वृणाइ। महाइवाऽ२३या꣢म्॥ वृ꣡ष्णाऽ᳒२ꣳ᳒होऽ१इ। आऽ२३स्मा꣢॥ भ्यमू꣡ऽ२३। ता꣡ऽ२᳐या꣣ऽ२३४औ꣥꣯हो꣯वा॥ ह꣢विष्कृ꣡ते꣣ऽ२३꣡४꣡५꣡॥	 द्वयोर्हविष्कृद	गायत्री	इन्द्रः		हाविष्कृते द्वे
2.2.3.138.4	2.1	दे꣥꣯वा꣯ना꣯मिदवो꣯मा꣤हा꣥त्॥ ता꣡दा꣯वृ꣢णी꣯। महा꣡इवाऽ२३या꣢म्॥ वृ꣡ष्णा꣯माऽ२३स्मा꣢ऽ३॥ भ्य꣢मू꣡ऽ२३४वा꣥। ता꣤ऽ५योऽ६"हा꣥इ॥	 द्वयोर्हविष्कृद	गायत्री	इन्द्रः		
2.2.3.139.0	2.1	सो꣣मा꣢ना꣣ꣳ स्व꣡र꣢णं कृणु꣣हि꣡ ब्र꣢ह्मणस्पते। क꣣क्षी꣡व꣢न्तं꣣ य꣡ औ꣢शि꣣जः꣢ ॥	मेधातिथिः काण्वः	गायत्री	इन्द्रः	सो꣣मा꣡ना꣢म्। स्व꣡र꣢꣯णम्। कृ꣣णुहि꣢। ब्र꣣ह्मणः। पते। कक्षी꣡व꣢न्तम्। यः। औ꣣शिजः꣢। १३९।	
2.2.3.139.1	2.1	सो꣥꣯मा꣢ऽ३नाꣳ꣤꣯स्वरणा꣥म्॥ कृ꣢णू꣡हि꣢ब्र꣡। ह्म꣢णस्प꣡ताये꣢ऽ३। ओ꣢ऽ३४। हा꣣꣯हो꣢इ॥ क꣡क्षाइवाऽ२३न्ता꣢म्॥ यऔ꣣꣯हो꣢इ᳐। औ꣣꣯हो꣡ऽ२३४वा꣥। शा꣤ऽ५इजोऽ६"हा꣥इ॥	कक्षीवान्	विराड्गायत्री	इन्द्रः		 काक्षीवतम्
